id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,parent_court_id
"paorphctallegh",,,"",,"","2023-10-03 01:24:06.203225+00","f","f","f","367.271082","","Allegheny County Orphans' Court","Pennsylvania Orphans' Court, Allegheny County","",,,"ST","","paorphct"
"paorphctarmstr",,,"",,"","2023-10-03 01:24:06.217548+00","f","f","f","367.271083","","Armstrong County Orphans' Court","Pennsylvania Orphans' Court, Armstrong County","",,,"ST","","paorphct"
"paorphctbeaver",,,"",,"","2023-10-03 01:24:06.229303+00","f","f","f","367.271084","","Beaver County Orphans' Court","Pennsylvania Orphans' Court, Beaver County","",,,"ST","","paorphct"
"paorphctbedfor",,,"",,"","2023-10-03 01:24:06.245993+00","f","f","f","367.271085","","Bedford County Orphans' Court","Pennsylvania Orphans' Court, Bedford County","",,,"ST","","paorphct"
"paorphctberks",,,"",,"","2023-10-03 01:24:06.252516+00","f","f","f","367.271086","","Berks County Orphans' Court","Pennsylvania Orphans' Court, Berks County","",,,"ST","","paorphct"
"paorphctblair",,,"",,"","2023-10-03 01:24:06.263237+00","f","f","f","367.271087","","Blair County Orphans' Court","Pennsylvania Orphans' Court, Blair County","",,,"ST","","paorphct"
"paorphctbradfo",,,"",,"","2023-10-03 01:24:06.270023+00","f","f","f","367.271088","","Bradford County Orphans' Court","Pennsylvania Orphans' Court, Bradford County","",,,"ST","","paorphct"
"paorphctbucks",,,"",,"","2023-10-03 01:24:06.291269+00","f","f","f","367.271089","","Bucks County Orphans' Court","Pennsylvania Orphans' Court, Bucks County","",,,"ST","","paorphct"
"paorphctbutler",,,"",,"","2023-10-03 01:24:06.302117+00","f","f","f","367.27109","","Butler County Orphans' Court","Pennsylvania Orphans' Court, Butler County","",,,"ST","","paorphct"
"paorphctcambri",,,"",,"","2023-10-03 01:24:06.316037+00","f","f","f","367.271091","","Cambria County Orphans' Court","Pennsylvania Orphans' Court, Cambria County","",,,"ST","","paorphct"
"paorphctcamero",,,"",,"","2023-10-03 01:24:06.327195+00","f","f","f","367.271092","","Cameron County Orphans' Court","Pennsylvania Orphans' Court, Cameron County","",,,"ST","","paorphct"
"paorphctcarbon",,,"",,"","2023-10-03 01:24:06.342108+00","f","f","f","367.271093","","Carbon County Orphans' Court","Pennsylvania Orphans' Court, Carbon County","",,,"ST","","paorphct"
"paorphctcentre",,,"",,"","2023-10-03 01:24:06.355309+00","f","f","f","367.271094","","Centre County Orphans' Court","Pennsylvania Orphans' Court, Centre County","",,,"ST","","paorphct"
"paorphctcheste",,,"",,"","2023-10-03 01:24:06.363251+00","f","f","f","367.271095","","Chester County Orphans' Court","Pennsylvania Orphans' Court, Chester County","",,,"ST","","paorphct"
"paorphctclario",,,"",,"","2023-10-03 01:24:06.369855+00","f","f","f","367.271096","","Clarion County Orphans' Court","Pennsylvania Orphans' Court, Clarion County","",,,"ST","","paorphct"
"paorphctclearf",,,"",,"","2023-10-03 01:24:06.379561+00","f","f","f","367.271097","","Clearfield County Orphans' Court","Pennsylvania Orphans' Court, Clearfield County","",,,"ST","","paorphct"
"paorphctclinto",,,"",,"","2023-10-03 01:24:06.391278+00","f","f","f","367.271098","","Clinton County Orphans' Court","Pennsylvania Orphans' Court, Clinton County","",,,"ST","","paorphct"
"paorphctcolumb",,,"",,"","2023-10-03 01:24:06.407327+00","f","f","f","367.271099","","Columbia County Orphans' Court","Pennsylvania Orphans' Court, Columbia County","",,,"ST","","paorphct"
"paorphctcrawfo",,,"",,"","2023-10-03 01:24:06.42323+00","f","f","f","367.2711","","Crawford County Orphans' Court","Pennsylvania Orphans' Court, Crawford County","",,,"ST","","paorphct"
"paorphctcumber",,,"",,"","2023-10-03 01:24:06.434333+00","f","f","f","367.271101","","Cumberland County Orphans' Court","Pennsylvania Orphans' Court, Cumberland County","",,,"ST","","paorphct"
"paorphctdauphi",,,"",,"","2023-10-03 01:24:06.440387+00","f","f","f","367.271102","","Dauphin County Orphans' Court","Pennsylvania Orphans' Court, Dauphin County","",,,"ST","","paorphct"
"paorphctdelawa",,,"",,"","2023-10-03 01:24:06.450489+00","f","f","f","367.271103","","Delaware County Orphans' Court","Pennsylvania Orphans' Court, Delaware County","",,,"ST","","paorphct"
"paorphctelk",,,"",,"","2023-10-03 01:24:06.462986+00","f","f","f","367.271104","","Elk County Orphans' Court","Pennsylvania Orphans' Court, Elk County","",,,"ST","","paorphct"
"paorphcterie",,,"",,"","2023-10-03 01:24:06.479115+00","f","f","f","367.271105","","Erie County Orphans' Court","Pennsylvania Orphans' Court, Erie County","",,,"ST","","paorphct"
"paorphctfayett",,,"",,"","2023-10-03 01:24:06.487199+00","f","f","f","367.271106","","Fayette County Orphans' Court","Pennsylvania Orphans' Court, Fayette County","",,,"ST","","paorphct"
"paorphctforest",,,"",,"","2023-10-03 01:24:06.50314+00","f","f","f","367.271107","","Forest County Orphans' Court","Pennsylvania Orphans' Court, Forest County","",,,"ST","","paorphct"
"paorphctfrankl",,,"",,"","2023-10-03 01:24:06.519282+00","f","f","f","367.271108","","Franklin County Orphans' Court","Pennsylvania Orphans' Court, Franklin County","",,,"ST","","paorphct"
"paorphctfulton",,,"",,"","2023-10-03 01:24:06.528837+00","f","f","f","367.271109","","Fulton County Orphans' Court","Pennsylvania Orphans' Court, Fulton County","",,,"ST","","paorphct"
"paorphctgreene",,,"",,"","2023-10-03 01:24:06.541174+00","f","f","f","367.27111","","Greene County Orphans' Court","Pennsylvania Orphans' Court, Greene County","",,,"ST","","paorphct"
"paorphcthuntin",,,"",,"","2023-10-03 01:24:06.551255+00","f","f","f","367.271111","","Huntingdon County Orphans' Court","Pennsylvania Orphans' Court, Huntingdon County","",,,"ST","","paorphct"
"paorphctindian",,,"",,"","2023-10-03 01:24:06.559788+00","f","f","f","367.271112","","Indiana County Orphans' Court","Pennsylvania Orphans' Court, Indiana County","",,,"ST","","paorphct"
"paorphctjeffer",,,"",,"","2023-10-03 01:24:06.571181+00","f","f","f","367.271113","","Jefferson County Orphans' Court","Pennsylvania Orphans' Court, Jefferson County","",,,"ST","","paorphct"
"paorphctjuniat",,,"",,"","2023-10-03 01:24:06.583245+00","f","f","f","367.271114","","Juniata County Orphans' Court","Pennsylvania Orphans' Court, Juniata County","",,,"ST","","paorphct"
"paorphctlackaw",,,"",,"","2023-10-03 01:24:06.592226+00","f","f","f","367.271115","","Lackawanna County Orphans' Court","Pennsylvania Orphans' Court, Lackawanna County","",,,"ST","","paorphct"
"paorphctlancas",,,"",,"","2023-10-03 01:24:06.600352+00","f","f","f","367.271116","","Lancaster County Orphans' Court","Pennsylvania Orphans' Court, Lancaster County","",,,"ST","","paorphct"
"paorphctlawren",,,"",,"","2023-10-03 01:24:06.611404+00","f","f","f","367.271117","","Lawrence County Orphans' Court","Pennsylvania Orphans' Court, Lawrence County","",,,"ST","","paorphct"
"paorphctlebano",,,"",,"","2023-10-03 01:24:06.619729+00","f","f","f","367.271118","","Lebanon County Orphans' Court","Pennsylvania Orphans' Court, Lebanon County","",,,"ST","","paorphct"
"paorphctlehigh",,,"",,"","2023-10-03 01:24:06.625788+00","f","f","f","367.271119","","Lehigh County Orphans' Court","Pennsylvania Orphans' Court, Lehigh County","",,,"ST","","paorphct"
"paorphctluzern",,,"",,"","2023-10-03 01:24:06.632379+00","f","f","f","367.27112","","Luzerne County Orphans' Court","Pennsylvania Orphans' Court, Luzerne County","",,,"ST","","paorphct"
"paorphctlycomi",,,"",,"","2023-10-03 01:24:06.643241+00","f","f","f","367.271121","","Lycoming County Orphans' Court","Pennsylvania Orphans' Court, Lycoming County","",,,"ST","","paorphct"
"paorphctmercer",,,"",,"","2023-10-03 01:24:06.655457+00","f","f","f","367.271122","","Mercer County Orphans' Court","Pennsylvania Orphans' Court, Mercer County","",,,"ST","","paorphct"
"paorphctmiffli",,,"",,"","2023-10-03 01:24:06.668946+00","f","f","f","367.271123","","Mifflin County Orphans' Court","Pennsylvania Orphans' Court, Mifflin County","",,,"ST","","paorphct"
"paorphctmongto",,,"",,"","2023-10-03 01:24:06.683241+00","f","f","f","367.271124","","Mongtomery County Orphans' Court","Pennsylvania Orphans' Court, Mongtomery County","",,,"ST","","paorphct"
"paorphctmonroe",,,"",,"","2023-10-03 01:24:06.691421+00","f","f","f","367.271125","","Monroe County Orphans' Court","Pennsylvania Orphans' Court, Monroe County","",,,"ST","","paorphct"
"paorphctmontgo",,,"",,"","2023-10-03 01:24:06.706564+00","f","f","f","367.271126","","Montgomery County Orphans' Court","Pennsylvania Orphans' Court, Montgomery County","",,,"ST","","paorphct"
"paorphctmontou",,,"",,"","2023-10-03 01:24:06.721138+00","f","f","f","367.271127","","Montour County Orphans' Court","Pennsylvania Orphans' Court, Montour County","",,,"ST","","paorphct"
"paorphctnortha",,,"",,"","2023-10-03 01:24:06.739354+00","f","f","f","367.271128","","Northampton County Orphans' Court","Pennsylvania Orphans' Court, Northampton County","",,,"ST","","paorphct"
"paorphctnorthu",,,"",,"","2023-10-03 01:24:06.765359+00","f","f","f","367.271129","","Northumberland County Orphans' Court","Pennsylvania Orphans' Court, Northumberland County","",,,"ST","","paorphct"
"paorphctperry",,,"",,"","2023-10-03 01:24:06.779288+00","f","f","f","367.27113","","Perry County Orphans' Court","Pennsylvania Orphans' Court, Perry County","",,,"ST","","paorphct"
"paorphctphilad",,,"",,"","2023-10-03 01:24:06.799351+00","f","f","f","367.271131","","Philadelphia County Orphans' Court","Pennsylvania Orphans' Court, Philadelphia County","",,,"ST","","paorphct"
"paorphctpike",,,"",,"","2023-10-03 01:24:06.815328+00","f","f","f","367.271132","","Pike County Orphans' Court","Pennsylvania Orphans' Court, Pike County","",,,"ST","","paorphct"
"paorphctschuyl",,,"",,"","2023-10-03 01:24:06.82887+00","f","f","f","367.271133","","Schuylkill County Orphans' Court","Pennsylvania Orphans' Court, Schuylkill County","",,,"ST","","paorphct"
"paorphctsnyder",,,"",,"","2023-10-03 01:24:06.843248+00","f","f","f","367.271134","","Snyder County Orphans' Court","Pennsylvania Orphans' Court, Snyder County","",,,"ST","","paorphct"
"paorphctsomers",,,"",,"","2023-10-03 01:24:06.863299+00","f","f","f","367.271135","","Somerset County Orphans' Court","Pennsylvania Orphans' Court, Somerset County","",,,"ST","","paorphct"
"paorphctsulliv",,,"",,"","2023-10-03 01:24:06.879422+00","f","f","f","367.271136","","Sullivan County Orphans' Court","Pennsylvania Orphans' Court, Sullivan County","",,,"ST","","paorphct"
"paorphctsusque",,,"",,"","2023-10-03 01:24:06.895281+00","f","f","f","367.271137","","Susquehanna County Orphans' Court","Pennsylvania Orphans' Court, Susquehanna County","",,,"ST","","paorphct"
"paorphcttioga",,,"",,"","2023-10-03 01:24:06.915187+00","f","f","f","367.271138","","Tioga County Orphans' Court","Pennsylvania Orphans' Court, Tioga County","",,,"ST","","paorphct"
"paorphctunion",,,"",,"","2023-10-03 01:24:06.928988+00","f","f","f","367.271139","","Union County Orphans' Court","Pennsylvania Orphans' Court, Union County","",,,"ST","","paorphct"
"paorphctvenang",,,"",,"","2023-10-03 01:24:06.943306+00","f","f","f","367.27114","","Venango County Orphans' Court","Pennsylvania Orphans' Court, Venango County","",,,"ST","","paorphct"
"paorphctwarren",,,"",,"","2023-10-03 01:24:06.959208+00","f","f","f","367.271141","","Warren County Orphans' Court","Pennsylvania Orphans' Court, Warren County","",,,"ST","","paorphct"
"paorphctwashin",,,"",,"","2023-10-03 01:24:06.975352+00","f","f","f","367.271142","","Washington County Orphans' Court","Pennsylvania Orphans' Court, Washington County","",,,"ST","","paorphct"
"paorphctwayne",,,"",,"","2023-10-03 01:24:06.987224+00","f","f","f","367.271143","","Wayne County Orphans' Court","Pennsylvania Orphans' Court, Wayne County","",,,"ST","","paorphct"
"paorphctwestmo",,,"",,"","2023-10-03 01:24:06.997955+00","f","f","f","367.271144","","Westmoreland County Orphans' Court","Pennsylvania Orphans' Court, Westmoreland County","",,,"ST","","paorphct"
"paorphctwyomin",,,"",,"","2023-10-03 01:24:07.015211+00","f","f","f","367.271145","","Wyoming County Orphans' Court","Pennsylvania Orphans' Court, Wyoming County","",,,"ST","","paorphct"
"paorphctyork",,,"",,"","2023-10-03 01:24:07.0315+00","f","f","f","367.271146","York Cty. Orphans' Ct.","York County Orphans' Court","York County Orphans' Court","",,,"ST","Created as part of import of Case.Law data.","paorphct"
"paoytermctadams",,,"",,"","2023-10-03 01:24:07.043524+00","f","f","f","367.27201","Adams Cty. Ct. Oy. Term.","Adams County Court of Oyer and Terminer","Adams County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctalleg",,,"",,"","2023-10-03 01:24:07.05916+00","f","f","f","367.27202","Allegheny Cty. Ct. Oy. Term.","Allegheny County Court of Oyer and Terminer","Allegheny County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctbeave",,,"",,"","2023-10-03 01:24:07.075189+00","f","f","f","367.27203","Beaver Cty. Ct. Oy. Term.","Beaver County Court of Oyer and Terminer","Beaver County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctberks",,,"",,"","2023-10-03 01:24:07.095424+00","f","f","f","367.27204","Berks Cty. Ct. Oy. Term.","Berks County Court of Oyer and Terminer","Berks County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctbucks",,,"",,"","2023-10-03 01:24:07.110459+00","f","f","f","367.27205","Bucks Cty. Ct. Oy. Term.","Bucks County Court of Oyer and Terminer","Bucks County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctcambr",,,"",,"","2023-10-03 01:24:07.123268+00","f","f","f","367.27206","Cambria Cty. Ct. Oy. Term.","Cambria County Court of Oyer and Terminer","Cambria County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctcarbo",,,"",,"","2023-10-03 01:24:07.137896+00","f","f","f","367.27207","Carbon Cty. Ct. Oy. Term.","Carbon County Court of Oyer and Terminer","Carbon County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctchest",,,"",,"","2023-10-03 01:24:07.1514+00","f","f","f","367.27208","Chester Cty. Ct. Oy. Term.","Chester County Court of Oyer and Terminer","Chester County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctclari",,,"",,"","2023-10-03 01:24:07.16011+00","f","f","f","367.27209","Clarion Cty. Ct. Oy. Term.","Clarion County Court of Oyer and Terminer","Clarion County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctcolum",,,"",,"","2023-10-03 01:24:07.179373+00","f","f","f","367.2721","Columbia Cty. Ct. Oy. Term.","Columbia County Court of Oyer and Terminer","Columbia County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctcumbe",,,"",,"","2023-10-03 01:24:07.189087+00","f","f","f","367.27211","Cumberl Cty. Ct. Oy. Term.","Cumberland County Court of Oyer and Terminer","Cumberland County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctdauph",,,"",,"","2023-10-03 01:24:07.207629+00","f","f","f","367.27212","Dauphin Cty. Ct. Oy. Term.","Dauphin County Court of Oyer and Terminer","Dauphin County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctdelaw",,,"",,"","2023-10-03 01:24:07.223453+00","f","f","f","367.27213","Delaware Cty. Ct. Oy. Term.","Delaware County Court of Oyer and Terminer","Delaware County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermcterie",,,"",,"","2023-10-03 01:24:07.239254+00","f","f","f","367.27214","Erie Cty. Ct. Oy. Term.","Erie County Court of Oyer and Terminer","Erie County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctfayet",,,"",,"","2023-10-03 01:24:07.25118+00","f","f","f","367.27215","Fayette Cty. Ct. Oy. Term.","Fayette County Court of Oyer and Terminer","Fayette County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctfrank",,,"",,"","2023-10-03 01:24:07.267433+00","f","f","f","367.27216","Franklin Cty. Ct. Oy. Term.","Franklin County Court of Oyer and Terminer","Franklin County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctfulto",,,"",,"","2023-10-03 01:24:07.279368+00","f","f","f","367.27217","Fulton Cty. Ct. Oy. Term.","Fulton County Court of Oyer and Terminer","Fulton County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctgreen",,,"",,"","2023-10-03 01:24:07.295515+00","f","f","f","367.27218","Greene Cty. Ct. Oy. Term.","Greene County Court of Oyer and Terminer","Greene County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctjeffe",,,"",,"","2023-10-03 01:24:07.309835+00","f","f","f","367.27219","Jefferson Cty. Ct. Oy. Term.","Jefferson County Court of Oyer and Terminer","Jefferson County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctjunia",,,"",,"","2023-10-03 01:24:07.323633+00","f","f","f","367.2722","Juniata Cty. Ct. Oy. Term.","Juniata County Court of Oyer and Terminer","Juniata County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctlacka",,,"",,"","2023-10-03 01:24:07.334701+00","f","f","f","367.27221","Lackawanna Cty. Ct. Oy. Term.","Lackawanna County Court of Oyer and Terminer","Lackawanna County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctlanca",,,"",,"","2023-10-03 01:24:07.3489+00","f","f","f","367.27222","Lancaster Cty. Ct. Oy. Term.","Lancaster County Court of Oyer and Terminer","Lancaster County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctlawre",,,"",,"","2023-10-03 01:24:07.358462+00","f","f","f","367.27223","Lawrence Cty. Ct. Oy. Term.","Lawrence County Court of Oyer and Terminer","Lawrence County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctleban",,,"",,"","2023-10-03 01:24:07.375196+00","f","f","f","367.27224","Lebanon Cty. Ct. Oy. Term.","Lebanon County Court of Oyer and Terminer","Lebanon County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctlehig",,,"",,"","2023-10-03 01:24:07.391186+00","f","f","f","367.27225","Lehigh Cty. Ct. Oy. Term.","Lehigh County Court of Oyer and Terminer","Lehigh County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctluzer",,,"",,"","2023-10-03 01:24:07.406429+00","f","f","f","367.27226","Luzerne Cty. Ct. Oy. Term.","Luzerne County Court of Oyer and Terminer","Luzerne County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctmerce",,,"",,"","2023-10-03 01:24:07.434985+00","f","f","f","367.27227","Mercer Cty. Ct. Oy. Term.","Mercer County Court of Oyer and Terminer","Mercer County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctmontg",,,"",,"","2023-10-03 01:24:07.447698+00","f","f","f","367.27228","Montgomery Cty. Ct. Oy. Term.","Montgomery County Court of Oyer and Terminer","Montgomery County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctnorth",,,"",,"","2023-10-03 01:24:07.459286+00","f","f","f","367.27229","Northampton Cty. Ct. Oy. Term.","Northampton County Court of Oyer and Terminer","Northampton County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctperry",,,"",,"","2023-10-03 01:24:07.475395+00","f","f","f","367.2723","Perry Cty. Ct. Oy. Term.","Perry County Court of Oyer and Terminer","Perry County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctphila",,,"",,"","2023-10-03 01:24:07.491184+00","f","f","f","367.27231","Philadelphia Cty. Ct. Oy. Term.","Philadelphia County Court of Oyer and Terminer","Philadelphia County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctschuy",,,"",,"","2023-10-03 01:24:07.507237+00","f","f","f","367.27232","Schuylkill Cty. Ct. Oy. Term.","Schuylkill County Court of Oyer and Terminer","Schuylkill County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctsomer",,,"",,"","2023-10-03 01:24:07.51915+00","f","f","f","367.27233","Somerset Cty. Ct. Oy. & Term.","Somerset County Ct. Oyer & Terminer","Somerset County Ct. Oyer & Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctvenan",,,"",,"","2023-10-03 01:24:07.531181+00","f","f","f","367.27234","Venango Cty. Ct. Oy. Term.","Venango County Court of Oyer and Terminer","Venango County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctwestm",,,"",,"","2023-10-03 01:24:07.548738+00","f","f","f","367.27235","Westmorel Cty. Ct. Oy. Term.","Westmoreland County Court of Oyer and Terminer","Westmoreland County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paoytermctyork",,,"",,"","2023-10-03 01:24:07.567171+00","f","f","f","367.27236","York Cty. Ct. Oy. Term.","York County Court of Oyer and Terminer","York County Court of Oyer and Terminer","",,,"ST","Created as part of import of Case.Law data.","paoytermct"
"paqtrsessadams",,,"",,"","2023-10-03 01:24:07.57421+00","f","f","f","367.27301","Adams Cty. Ct. Qtr. Sess.","Adams County Court of Quarter Sessions","Adams County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessallegh",,,"",,"","2023-10-03 01:24:07.581934+00","f","f","f","367.27302","Allegheny Cty. Ct. Qtr. Sess.","Allegheny County Court of Quarter Sessions","Allegheny County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessarmstr",,,"",,"","2023-10-03 01:24:07.589909+00","f","f","f","367.27303","Armstrong Cty. Ct. Qtr. Sess.","Armstrong County Court of Quarter Sessions","Armstrong County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessbeaver",,,"",,"","2023-10-03 01:24:07.598217+00","f","f","f","367.27304","Beaver Cty. Ct. Qtr. Sess.","Beaver County Court of Quarter Sessions","Beaver County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessbedfor",,,"",,"","2023-10-03 01:24:07.612764+00","f","f","f","367.27305","Bedford Cty. Ct. Qtr. Sess.","Bedford County Court of Quarter Sessions","Bedford County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessberks",,,"",,"","2023-10-03 01:24:07.622537+00","f","f","f","367.27306","Berks Cty. Ct. Qtr. Sess.","Berks County Court of Quarter Sessions","Berks County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessblair",,,"",,"","2023-10-03 01:24:07.634954+00","f","f","f","367.27307","Blair Cty. Ct. Qtr. Sess.","Blair County Court of Quarter Sessions","Blair County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessbradfo",,,"",,"","2023-10-03 01:24:07.648345+00","f","f","f","367.27308","Bradford Cty. Ct. Qtr. Sess.","Bradford County Court of Quarter Sessions","Bradford County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessbucks",,,"",,"","2023-10-03 01:24:07.663369+00","f","f","f","367.27309","Bucks Cty. Ct. Qtr. Sess.","Bucks County Court of Quarter Sessions","Bucks County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessbutler",,,"",,"","2023-10-03 01:24:07.679105+00","f","f","f","367.2731","Butler Cty. Ct. Qtr. Sess.","Butler County Court of Quarter Sessions","Butler County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesscambri",,,"",,"","2023-10-03 01:24:07.695215+00","f","f","f","367.27311","Cambria Cty. Ct. Qtr. Sess.","Cambria County Court of Quarter Sessions","Cambria County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesscamero",,,"",,"","2023-10-03 01:24:07.707178+00","f","f","f","367.27312","Cameron Cty. Ct. Qtr. Sess.","Cameron County Court of Quarter Sessions","Cameron County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesscarbon",,,"",,"","2023-10-03 01:24:07.717164+00","f","f","f","367.27313","Carbon Cty. Ct. Qtr. Sess.","Carbon County Court of Quarter Sessions","Carbon County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesscentre",,,"",,"","2023-10-03 01:24:07.726066+00","f","f","f","367.27314","Centre Cty. Ct. Qtr. Sess.","Centre County Court of Quarter Sessions","Centre County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesscheste",,,"",,"","2023-10-03 01:24:07.732579+00","f","f","f","367.27315","Chester Cty. Ct. Qtr. Sess.","Chester County Court of Quarter Sessions","Chester County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessclario",,,"",,"","2023-10-03 01:24:07.738582+00","f","f","f","367.27316","Clarion Cty. Ct. Qtr. Sess.","Clarion County Court of Quarter Sessions","Clarion County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessclearf",,,"",,"","2023-10-03 01:24:07.746356+00","f","f","f","367.27317","Clearfield Cty. Ct. Qtr. Sess.","Clearfield County Court of Quarter Sessions","Clearfield County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsessclinto",,,"",,"","2023-10-03 01:24:07.759187+00","f","f","f","367.27318","Clinton Cty. Ct. Qtr. Sess.","Clinton County Court of Quarter Sessions","Clinton County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesscolumb",,,"",,"","2023-10-03 01:24:07.769326+00","f","f","f","367.27319","Columbia Cty. Ct. Qtr. Sess.","Columbia County Court of Quarter Sessions","Columbia County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesscrawfo",,,"",,"","2023-10-03 01:24:07.779534+00","f","f","f","367.2732","Crawford Cty. Ct. Qtr. Sess.","Crawford County Court of Quarter Sessions","Crawford County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
"paqtrsesscumber",,,"",,"","2023-10-03 01:24:07.790252+00","f","f","f","367.27321","Cumberland Cty. Ct. Qtr. Sess.","Cumberland County Court of Quarter Sessions","Cumberland County Court of Quarter Sessions","",,,"ST","Created as part of import of Case.Law data.","pennctqtrsess"
